STN,YYYYMMDD,RD,SX,# STN,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,ALFANUMERIEKEWAARDE,Bebouwd gebied,Dikke eerdgronden,Ingewikkelde samenstelling,Kalkloze zandgronden,Moerige gronden,Podzolgronden,Rivierkleigronden,Veengronden,Water
550,2023-02-03,   17,    0,260,277,46,49,70,8,20,24,  150,   12,92,75,24,107,12,69,   24,2,2,201,4,1,1,   13,10270,10324,   24,10236,    3,56,   13,   75,    2,    8,79,88,13,72,22,3,31.33,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-04,    2,    0,260,284,6,12,20,1,0,8,   60,    1,73,41,5,99,13,21,    6,18,19,384,3,1,1,   24,10362,10378,   19,10329,    1,36,   15,   74,   14,    8,89,98,5,70,14,5,38.59,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-05,   16,    0,260,344,39,45,80,11,10,22,  160,   12,65,27,24,83,12,12,   24,19,20,408,11,11,9,    5,10399,10437,   23,10357,    3,50,    1,   75,    8,    7,81,95,24,65,13,5,34.75,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-06,    1,    0,260,11,11,15,30,14,10,3,   60,   15,31,-18,24,86,14,-43,   24,53,57,601,0,0,0,    1,10417,10434,    1,10401,   21,12,    7,   80,   14,    5,88,98,6,65,14,7,34.59,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-07,    0,    0,260,126,12,15,20,2,0,1,   40,    7,-3,-46,24,59,15,-66,   24,85,90,830,0,0,0,    1,10400,10408,   11,10393,   23,26,    7,   83,   15,    0,85,98,5,57,15,9,32.23,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-08,    0,    0,260,145,19,21,30,9,10,1,   50,    9,1,-54,5,67,15,-80,   12,85,90,801,0,0,0,    1,10360,10391,    1,10317,   24,58,    1,   83,   14,    5,69,97,1,42,15,9,38.32,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-09,    0,    0,260,211,24,26,40,7,20,1,   60,    7,18,-18,4,53,14,-50,    6,38,40,463,0,0,0,    1,10323,10353,   24,10304,    4,5,   22,   83,    6,    8,76,98,22,60,10,5,45.57,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-10,    1,    0,260,220,32,34,50,14,10,3,  100,   21,36,-30,5,80,15,-58,    6,65,68,704,0,-1,-1,    1,10354,10369,   10,10339,   24,7,    3,   70,   20,    7,84,98,3,67,13,8,32.8,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-11,    1,    0,260,254,26,28,40,1,10,21,   80,    6,77,53,4,104,14,46,    6,24,25,410,0,0,0,    1,10351,10384,   24,10328,    4,56,    7,   75,   12,    8,85,93,7,75,14,6,42.34,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-12,    0,    0,260,182,6,13,20,11,10,1,   40,   15,71,61,4,84,14,56,    6,0,0,176,0,0,0,    1,10386,10397,   10,10377,   24,59,    3,   75,   13,    8,82,93,3,71,17,2,47.14,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-13,    0,    0,260,115,17,20,30,10,10,1,   50,   10,67,1,24,115,14,-25,   24,87,89,826,0,0,0,    1,10361,10375,    1,10348,   19,9,   23,   73,   14,    3,83,99,23,68,15,11,30.54,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-14,    0,    0,260,147,15,17,20,2,10,1,   50,   13,40,-8,2,122,15,-38,    6,87,88,852,0,0,0,    1,10322,10345,    1,10291,   24,1,    4,   67,   13,    1,88,99,5,64,14,10,19.03,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-15,    0,    0,260,182,22,23,40,16,10,1,   60,   14,53,-9,2,112,14,-44,    6,80,81,738,0,0,0,    1,10252,10288,    1,10234,   17,4,    4,   61,   13,    6,81,99,3,63,15,9,20.85,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-16,    0,    0,260,208,39,40,50,15,20,5,  110,   15,83,47,2,110,15,32,    6,13,13,375,47,24,7,   10,10211,10232,    1,10187,   24,17,   19,   64,   15,    8,86,96,19,75,15,5,8.57,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-17,   30,    0,260,243,60,61,80,9,30,23,  160,    9,104,88,3,119,16,87,    6,15,15,269,2,1,1,    6,10191,10225,   21,10164,    7,49,    2,   70,   10,    8,88,95,2,81,14,4,18.72,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-18,   18,    0,260,245,53,53,70,10,30,19,  160,   10,103,86,2,123,15,86,    6,4,4,295,56,49,21,   21,10182,10213,    1,10170,   24,11,    2,   75,   13,    8,89,98,2,78,13,4,13.78,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-19,   49,    0,260,271,27,34,50,4,20,12,  110,    3,78,51,23,100,2,42,   24,4,4,254,25,15,5,    4,10230,10264,   18,10173,    1,58,    4,   75,   18,    8,89,93,8,80,18,3,46.44,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-20,   19,    0,260,236,55,56,60,5,40,1,  120,    7,81,59,2,92,13,52,    6,0,0,197,0,0,0,    1,10215,10241,    1,10199,   22,56,   24,   70,    1,    8,88,92,23,84,12,3,55.63,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-23,   23,    0,260,330,18,21,40,16,10,1,   90,   16,64,-1,24,92,14,-25,   24,0,0,263,23,11,6,    5,10155,10177,   19,10127,    1,8,    4,   70,   13,    7,90,98,4,80,19,3,32.92,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-24,    2,    0,260,282,28,34,50,10,10,1,  110,   14,44,-16,3,82,14,-41,    6,17,16,356,29,28,13,   11,10086,10155,    1,10053,   16,31,   10,   75,    5,    7,82,98,2,72,6,4,30.5,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-02-25,   39,    0,260,354,33,36,70,14,10,21,  130,   15,35,-21,24,72,13,-49,   24,59,56,850,7,24,16,   10,10130,10190,   24,10081,    1,20,   10,   83,   16,    3,72,95,24,44,14,10,42.61,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-01,    0,    0,260,49,27,28,50,13,10,1,   90,   14,16,-58,7,78,15,-82,    6,100,92,1231,0,0,0,    1,10281,10320,    1,10256,   24,45,    5,   83,   10,    0,68,95,3,40,14,14,13.11,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-03,    1,    0,260,10,26,29,40,2,20,1,   80,    2,43,1,3,79,13,-7,    6,40,36,721,0,0,0,    1,10264,10273,   10,10254,    1,4,    6,   83,   13,    7,78,98,6,59,13,9,11.07,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-11,  102,    0,260,236,12,18,30,13,0,19,   60,   12,17,-43,7,71,15,-71,    6,102,89,1369,0,0,0,    1,10107,10121,   19,10073,    1,65,    5,   83,    9,    8,70,95,6,33,15,15,16.78,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-12,    4,    0,260,208,37,44,70,19,20,1,  140,   18,70,14,1,116,15,-3,    6,14,12,480,34,15,7,   24,10067,10106,    1,10012,   24,29,   10,   75,    1,    8,82,96,9,71,3,6,33.25,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-13,   38,    0,260,221,69,71,110,11,30,19,  220,   14,127,91,1,166,12,75,   24,72,62,1081,34,51,27,   24,9932,9996,    1,9883,   23,50,    4,   82,   12,    6,75,94,1,53,14,17,23.77,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-14,   83,    0,260,275,31,49,60,1,20,20,  140,   11,66,13,24,108,1,11,   24,47,40,954,54,86,23,    7,9994,10113,   24,9870,    6,57,    5,   83,   15,    7,72,93,7,47,12,13,27.68,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-15,   35,    0,260,197,17,23,40,23,10,7,   70,   11,49,5,6,88,15,-7,    6,110,93,1445,0,-1,-1,    1,10170,10188,   14,10117,    1,61,    5,   83,   15,    6,68,96,5,44,14,18,26.02,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-16,    3,    0,260,163,46,47,70,13,30,1,  120,   13,86,44,1,141,16,37,    6,51,43,1012,8,2,2,    8,10118,10168,    1,10075,   24,70,    4,   83,   15,    8,65,84,6,41,16,14,16.13,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-17,    1,    0,260,175,23,28,40,1,10,17,   70,    1,116,72,2,164,15,60,    6,48,40,992,0,0,0,    1,10067,10075,   24,10057,   16,70,   24,   83,    9,    8,66,84,24,55,12,15,30.19,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-18,    1,    0,260,183,30,32,50,15,10,2,  120,   20,122,91,1,154,15,63,    6,63,53,1031,10,6,4,   21,10095,10104,   11,10076,    1,62,    6,   83,   16,    7,79,90,6,63,16,16,31.53,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-19,    7,    0,260,237,24,28,40,1,20,4,   80,    1,94,78,8,126,15,68,    6,2,2,450,0,0,0,    1,10147,10193,   23,10104,    1,29,   10,   72,   14,    7,88,95,10,75,14,6,23.71,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-21,   55,    0,260,204,42,44,60,14,20,6,  110,   13,106,88,6,133,13,85,    6,11,9,587,50,20,5,    8,10119,10155,    1,10089,   24,17,    2,   80,   13,    8,84,97,1,65,13,9,22.13,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-23,  100,    0,260,211,54,58,70,4,40,20,  140,    5,127,105,7,153,14,102,   12,47,38,946,78,119,48,    7,10010,10031,   12,9971,   24,56,    6,   82,   14,    8,77,91,6,64,14,15,31.07,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-24,   60,    0,260,227,60,62,70,1,30,19,  170,    3,113,97,24,140,14,92,    6,60,48,1041,25,17,6,    2,10001,10018,   12,9955,    2,63,    2,   82,   13,    7,75,90,2,63,11,16,22.62,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-25,   40,    0,260,244,60,63,100,14,20,24,  190,   12,94,77,24,126,14,68,   24,22,18,789,37,67,22,    5,10028,10067,   23,9997,    4,61,    4,   80,   15,    7,79,88,23,63,13,11,24.07,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-26,   51,    0,260,16,23,35,60,15,10,5,  130,   18,72,28,24,91,13,11,   24,16,13,584,47,59,36,   10,10065,10152,   24,10022,    8,50,    8,   83,   18,    8,80,95,7,56,17,8,37.81,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-29,    6,    0,260,187,34,35,50,10,20,6,   90,   24,106,56,1,142,16,53,    6,0,0,585,0,-1,-1,    1,10114,10154,    1,10051,   24,60,   11,   80,   24,    8,79,87,11,68,24,9,34.28,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-30,    1,    0,260,233,62,64,90,16,40,1,  180,   16,129,99,24,154,15,90,   24,68,53,1228,2,1,1,    5,10050,10064,   13,10029,   24,63,   13,   80,    1,    6,73,85,24,65,15,19,34.89,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-03-31,   36,    0,260,193,47,49,70,11,40,1,  130,   11,107,98,23,130,11,91,    6,2,2,557,144,119,16,   20,9928,10015,    1,9892,   21,56,   21,   70,    1,    8,90,95,22,78,11,8,40.54,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-01,  128,    0,260,339,28,43,60,22,30,4,  110,   22,93,63,24,117,14,61,   24,0,0,440,124,132,36,   15,9997,10120,   24,9904,    1,24,    3,   70,   21,    8,94,97,3,89,22,6,44.56,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-02,  112,    0,260,39,45,46,60,7,20,20,  110,    6,58,24,7,100,15,8,   24,82,63,1717,0,0,0,    1,10234,10305,   24,10129,    1,68,    1,   83,   14,    4,70,87,1,52,16,22,27.22,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-03,    1,    0,260,75,38,39,70,10,20,3,  110,   10,46,-4,24,98,15,-39,   24,122,93,2084,0,0,0,    1,10313,10332,    9,10303,   16,70,    3,   83,    8,    1,61,86,5,36,14,26,35.72,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-04,    0,    0,260,45,18,21,40,17,10,4,   60,   10,47,-28,6,109,16,-57,    6,112,85,1887,0,0,0,    1,10282,10305,    7,10254,   24,65,    5,   83,   15,    5,65,91,5,38,15,24,56.57,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-05,    0,    0,260,150,10,15,30,12,10,1,   60,   12,48,-25,5,116,15,-52,    6,124,94,1961,0,0,0,    1,10218,10250,    1,10182,   24,3,    2,   83,   18,    2,68,98,2,36,15,25,27.98,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-06,    0,    0,260,163,29,35,60,11,10,21,  110,   11,67,7,1,88,22,-29,    6,0,0,516,96,62,12,   17,10148,10177,    1,10130,   17,29,   21,   80,    2,    8,82,97,20,64,9,7,44.45,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-07,   69,    0,260,303,20,21,30,5,10,19,   70,    9,86,72,24,102,12,54,   24,0,0,458,5,1,1,    7,10183,10227,   24,10147,    1,19,   22,   75,   10,    8,88,97,24,75,12,6,29.37,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-08,    2,    0,260,29,20,22,40,13,10,1,   70,   13,91,48,7,141,14,43,   24,85,63,1803,0,0,0,    1,10252,10264,   22,10228,    1,1,    2,   82,   16,    5,79,99,3,45,13,26,33.53,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-09,    0,    0,260,124,26,28,40,13,20,1,   70,   15,109,76,1,156,14,42,   24,80,59,1624,0,0,0,    1,10236,10259,    1,10207,   24,57,    1,   83,   18,    7,69,87,1,50,14,24,35.45,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-10,    0,    0,260,181,42,48,60,11,30,1,  140,   23,105,68,5,151,13,40,    6,5,4,730,48,62,27,   17,10131,10200,    1,10075,   22,59,   17,   83,    9,    7,75,91,17,53,12,11,34.2,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-11,   69,    0,260,240,46,53,70,8,20,19,  160,    8,104,77,6,133,16,68,    6,115,85,1970,10,3,3,   24,10101,10132,   13,10046,   24,62,   24,   83,   18,    5,63,85,24,41,14,29,28.95,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-12,   75,    0,260,191,42,50,80,23,30,8,  150,   23,90,62,24,124,13,51,   24,46,34,1278,85,82,18,    4,9972,10027,    1,9930,   24,60,    4,   83,   14,    7,76,93,4,46,13,18,37.4,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-13,   72,    0,260,229,42,46,70,10,20,23,  140,   11,84,30,23,125,16,-2,   24,67,49,1330,31,49,18,    1,10017,10083,   24,9928,    1,61,    1,   83,   17,    5,72,91,1,44,17,19,31.3,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-14,    0,    0,260,138,26,31,50,10,10,19,  100,   13,91,17,5,152,16,-16,    6,111,80,2075,0,-1,-1,    1,10083,10094,    5,10068,   15,65,    3,   83,   11,    4,66,93,3,43,14,30,34.43,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-15,    0,    0,260,10,43,49,70,13,30,1,  120,   12,89,47,5,131,12,27,    6,66,48,1681,7,1,1,   21,10159,10223,   24,10086,    1,56,   24,   83,    9,    6,73,93,24,58,11,24,39.41,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-16,    2,    0,260,344,35,35,40,1,30,7,   90,    5,89,77,1,109,15,76,    6,0,0,422,0,0,0,    1,10248,10265,   20,10223,    1,47,   24,   70,   10,    8,89,95,6,82,14,6,40.14,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-17,    0,    0,260,21,34,35,50,15,20,4,   90,   13,102,71,6,155,15,67,   24,54,39,1371,0,0,0,    1,10272,10282,   10,10263,    1,47,    8,   80,   17,    5,79,95,1,60,13,20,29.5,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-18,    0,    0,260,63,48,50,70,10,30,3,  120,   12,96,52,5,139,16,38,    6,46,33,1219,0,0,0,    1,10274,10280,    9,10265,   17,75,    1,   83,   18,    5,66,74,6,58,16,18,25.96,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-19,    0,    0,260,54,59,60,80,10,40,2,  150,   17,109,69,24,150,14,46,   24,130,92,2383,0,0,0,    1,10259,10277,    6,10235,   18,75,    1,   83,   17,    2,50,78,2,30,15,36,28.42,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-20,    4,    0,260,51,45,49,70,14,30,1,  120,    6,89,60,2,121,17,42,    6,33,23,979,21,6,3,    8,10189,10233,    1,10162,   24,61,   24,   83,    1,    7,62,87,24,48,1,14,34.52,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-21,   39,    0,260,91,30,34,50,12,10,21,  160,   19,107,57,24,162,16,28,   24,40,28,1279,40,58,26,   19,10119,10154,    1,10082,   18,4,   24,   78,   16,    7,83,99,24,61,17,19,37.87,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-22,   30,    0,260,191,6,15,30,12,0,4,   60,   11,89,36,3,172,11,10,    6,38,27,1028,36,30,14,   13,10070,10083,    2,10054,   10,0,   21,   80,   10,    7,92,99,4,68,11,15,41.42,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-23,   34,    0,260,176,29,38,70,24,20,1,  130,   24,115,69,1,169,13,56,    6,53,37,1401,43,52,19,   16,10025,10069,    1,9973,   22,12,    1,   83,   13,    7,84,97,1,57,12,21,41.85,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-24,  175,    0,260,279,40,43,60,12,10,5,  130,    9,86,55,24,109,14,36,   24,30,21,957,72,113,37,    7,10057,10107,   24,9986,    1,56,    8,   82,   15,    8,80,95,3,61,15,13,26.48,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-25,    0,    0,260,312,30,31,50,10,10,22,  120,   12,64,21,24,107,15,-6,   24,75,52,1788,4,3,2,    4,10158,10194,   23,10109,    1,65,    1,   83,   16,    5,71,91,1,46,14,24,24.48,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-26,    0,    0,260,342,10,17,30,14,0,24,   60,   14,52,-7,4,103,14,-30,    6,40,27,1213,0,-1,-1,    1,10198,10213,   24,10191,    4,2,    3,   83,    8,    6,74,98,2,48,14,15,26.73,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-27,    0,    0,260,117,25,29,40,8,10,1,   80,   15,79,-12,4,133,14,-34,    6,110,75,2189,0,0,0,    1,10191,10215,    8,10142,   24,8,    2,   83,    8,    7,61,98,2,39,13,30,36.59,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-28,    2,    0,260,241,10,34,50,13,20,6,   90,   12,106,82,4,136,12,75,    6,0,0,517,42,17,7,   18,10113,10148,   24,10096,   12,20,   11,   83,    1,    8,84,96,10,59,2,8,33.33,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-29,   16,    0,260,353,28,30,50,14,10,24,   80,   10,111,47,24,159,15,20,   24,88,60,2009,0,-1,-1,    1,10202,10238,   24,10152,    1,58,    1,   83,   10,    4,69,96,24,41,16,30,39.42,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-04-30,    0,    0,260,99,17,19,30,8,10,1,   60,   11,110,25,5,179,16,-1,    6,106,72,2147,0,0,0,    1,10219,10243,    7,10184,   24,2,    4,   83,   14,    6,73,98,2,45,16,32,38.86,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2023-05-01,    0,    0,260,320,16,20,40,17,0,8,   90,   17,118,63,2,170,17,31,    6,45,30,1248,7,1,1,   13,10166,10202,   24,10151,    7,57,   21,   82,   10,    7,74,90,2,54,15,19,32.91,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
