STN,YYYYMMDD,RD,SX,# STN,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,ALFANUMERIEKEWAARDE,Bebouwd gebied,Ingewikkelde samenstelling,Kalkhoudende zandgronden,Kalkloze zandgronden,Moerige gronden,Podzolgronden,Rivierkleigronden,Veengronden,Water,Zeekleigronden
563,2020-12-01,  169,    0,240,351,57,60,90,5,20,24,160,5,84,52,24,105,13,   43,   24,30,37,284,   42,37,16,4,10172,10213,22,10119,4,   49,    3,   70,   18,    7,84,92,17,67,12,4,41.06,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-02,    5,    0,240,149,18,27,50,22,0,10,80,23,60,49,16,65,12,   45,   18,0,0,108,    0,-1,-1,1,10154,10212,1,10069,24,   50,   22,   70,    1,    8,91,94,9,88,14,1,33.34,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-03,   10,    0,240,164,61,65,90,22,40,8,140,22,57,50,20,64,13,   47,   24,0,0,45,  106,46,7,20,9940,10058,1,9813,24,   22,    9,   70,   18,    8,91,95,7,89,23,1,23.16,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-04,   37,    0,240,149,75,79,110,8,40,24,180,10,53,19,24,73,12,    6,   24,4,5,125,   10,4,2,3,9828,9907,24,9766,6,   69,    2,   83,   16,    6,78,89,3,64,16,2,19.88,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-05,    0,    0,240,136,29,33,40,1,20,7,70,16,20,-11,7,58,13,  -31,   24,47,59,327,    0,0,0,1,9969,10017,23,9916,1,   65,    6,   75,   12,    4,86,93,7,77,13,4,20.83,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-06,    0,    0,240,23,16,22,40,12,10,7,80,10,27,-18,4,46,14,  -36,    6,0,0,146,    0,-1,-1,1,10010,10022,9,9982,24,   32,   23,   70,    1,    8,90,95,23,84,14,2,27.39,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-07,   37,    0,240,217,29,43,60,10,20,1,100,14,48,19,24,67,11,   19,   24,0,0,86,  114,98,14,4,9975,10013,24,9952,7,   15,   20,   70,   10,    8,93,96,20,86,11,1,26.54,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-08,   42,    0,240,120,14,18,30,1,10,4,60,2,27,-3,8,48,14,  -21,   12,2,3,150,    0,0,0,1,10045,10076,24,10013,1,   19,    5,   66,   14,    8,92,97,24,85,14,2,27.27,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-09,    1,    0,240,159,42,43,60,13,20,1,100,19,11,-14,6,34,24,  -27,    6,0,0,94,    0,0,0,1,10083,10093,10,10072,24,    1,    5,   59,    1,    7,96,98,5,92,2,1,22.76,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-10,    1,    0,240,130,41,41,50,18,30,10,80,18,15,4,20,33,2,   -1,   12,32,41,251,    0,0,0,1,10051,10069,1,10004,24,   56,    1,   64,   12,    7,89,93,1,84,14,3,26.43,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-11,    0,    0,240,128,60,60,80,7,40,24,120,6,28,0,3,45,19,   -5,    6,0,0,107,   36,10,4,16,9922,9995,1,9896,17,   21,   24,   70,    7,    8,89,96,23,82,7,1,24.62,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-12,   25,    0,240,126,8,22,40,1,0,22,60,1,59,36,22,91,14,   15,   24,0,0,95,   34,24,7,10,9969,10045,24,9904,1,    1,   21,   56,   15,    8,98,99,8,95,14,1,22.08,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-13,   18,    0,240,168,45,47,80,19,10,1,130,19,63,20,4,78,10,    3,    6,25,32,238,   16,7,3,7,10067,10089,10,10040,24,    1,    3,   70,   13,    8,91,99,4,81,18,3,34.06,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-14,   33,    0,240,175,62,64,80,1,40,16,140,11,94,68,1,116,13,   65,    6,7,9,162,   28,29,14,5,10041,10056,19,10023,5,   45,    4,   70,    1,    8,90,95,4,84,12,2,31.99,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-15,    4,    0,240,182,39,40,60,1,30,10,90,1,84,47,22,108,14,   33,   24,13,17,114,    0,0,0,1,10089,10140,24,10045,2,    4,   21,   65,    1,    6,94,98,21,90,13,2,17.04,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-16,    0,    0,240,148,49,50,60,18,30,1,90,20,72,49,7,94,21,   48,    6,42,54,279,    0,-1,-1,1,10134,10153,10,10112,20,    1,    1,   70,   12,    8,93,99,1,86,13,4,21.02,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-17,   45,    0,240,202,55,56,80,10,30,5,130,13,85,62,24,107,13,   54,   24,30,39,250,   59,40,12,5,10161,10196,21,10115,1,   36,    4,   70,   10,    7,90,96,4,84,14,4,23.46,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-18,    0,    0,240,171,63,64,80,8,40,1,110,8,79,53,4,112,14,   47,    6,49,64,281,    0,0,0,1,10166,10194,1,10132,24,   59,    3,   75,   13,    8,87,95,3,75,13,4,22.99,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-19,    0,    0,240,169,62,66,80,7,50,19,120,7,81,55,4,108,13,   49,    6,25,33,148,    6,2,2,14,10110,10131,24,10089,11,   62,    5,   70,   10,    6,89,92,23,83,12,2,25.34,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-20,    2,    0,240,191,54,55,70,13,40,3,110,13,79,63,24,96,13,   55,   24,9,12,186,    0,0,0,1,10152,10178,24,10132,1,   61,    9,   70,   18,    7,89,94,9,83,23,3,26.69,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-21,    0,    0,240,178,59,66,110,24,40,2,160,23,79,44,5,130,23,   38,    6,0,0,56,  115,193,71,22,10109,10176,2,10038,23,   22,   19,   70,    1,    7,93,97,19,88,1,1,29.49,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-22,  246,    0,240,245,50,60,130,3,10,19,200,3,102,70,18,133,7,   57,   18,0,0,93,   32,77,45,2,10106,10141,16,10036,1,   30,    2,   70,    4,    8,91,96,22,85,7,1,55.79,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-23,   63,    0,240,195,31,41,70,19,20,1,130,19,106,88,1,124,19,   86,    6,5,7,52,  102,155,47,19,10070,10127,1,10035,17,    6,    3,   70,   19,    8,94,98,3,85,24,1,56.85,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-24,  238,    0,240,353,45,53,90,4,30,8,150,5,53,19,24,94,1,   11,   24,13,17,167,   75,156,57,3,10132,10210,24,10042,1,   57,    3,   75,   10,    8,83,93,3,77,11,2,50.85,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-25,   10,    0,240,321,24,29,50,12,10,20,100,15,32,-7,21,67,12,  -21,   24,53,69,321,   10,17,4,3,10247,10261,16,10218,1,   50,   24,   75,    4,    5,85,92,3,73,11,4,49.5,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-26,   10,    0,240,207,79,81,150,24,30,1,210,23,54,17,4,68,23,    9,    6,0,0,114,   33,13,4,17,10149,10244,1,9990,24,   38,   15,   70,    2,    8,88,93,14,81,2,1,32.6,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-27,   80,    0,240,190,93,97,160,11,20,22,230,6,55,23,24,72,11,   12,   24,0,0,34,  129,156,25,13,9796,9968,1,9735,18,   32,   24,   70,    1,    8,89,96,21,82,10,0,28.7,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-28,  160,    0,240,141,33,37,60,8,10,23,80,6,35,13,3,56,13,    5,    6,10,13,171,   45,49,22,22,9770,9797,24,9748,1,   20,    4,   70,   11,    8,91,97,1,82,12,2,38.37,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-29,   83,    0,240,239,17,29,50,23,10,1,80,15,36,13,18,65,15,   -6,   18,25,32,264,   81,66,18,22,9875,9948,24,9798,1,   22,    3,   70,   11,    7,92,96,7,82,12,3,53.44,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-30,   26,    0,240,224,38,41,60,13,10,4,110,13,41,16,5,64,11,    9,    6,19,25,185,   20,22,9,14,9993,10023,23,9950,1,   57,    3,   75,   15,    8,89,96,8,77,15,2,40.7,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2020-12-31,   13,    0,240,194,15,18,30,3,10,6,60,3,20,-16,24,55,13,  -36,   24,45,58,287,    0,-1,-1,1,10029,10057,24,10010,5,   17,   23,   65,    1,    5,92,98,7,80,13,3,35.13,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-01,    0,    0,240,211,20,23,30,2,10,8,50,12,21,-22,3,64,14,  -41,    6,18,23,217,    7,5,5,10,10080,10109,24,10057,1,    1,    3,   70,   12,    6,94,98,1,86,12,2,24.99,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-02,    3,    0,240,151,14,19,30,1,10,4,50,24,26,2,7,45,13,  -13,   12,34,44,253,    6,8,6,1,10132,10152,23,10113,1,    1,   10,   60,    2,    7,98,99,10,95,24,3,19.99,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-03,    0,    0,240,51,47,48,70,17,20,1,120,17,37,28,4,45,12,   23,    6,3,4,141,    0,-1,-1,1,10171,10183,19,10154,1,   44,    8,   75,   16,    8,84,94,2,73,17,2,19.91,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-04,    6,    0,240,48,75,75,90,11,60,24,150,11,32,25,16,39,1,   23,   18,0,0,91,   34,11,3,3,10184,10195,10,10174,3,   61,    3,   75,   12,    8,83,89,3,79,20,1,33.02,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-05,    0,    0,240,55,62,63,70,1,50,12,110,1,32,23,3,36,17,   21,    6,0,0,80,    0,-1,-1,1,10184,10190,21,10176,5,   60,   20,   70,    1,    8,87,91,20,84,1,1,25.56,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-06,    2,    0,240,20,25,36,60,1,20,14,110,5,24,13,19,35,14,    4,   24,0,0,130,   19,3,2,22,10169,10186,1,10145,24,   62,   22,   75,   14,    8,85,94,23,77,14,2,26.37,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-07,   20,    0,240,312,35,38,70,15,20,5,110,15,31,13,1,48,12,   10,    6,0,0,135,  161,64,18,20,10124,10141,1,10115,14,   50,   20,   75,   12,    8,89,95,6,78,12,2,18.11,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-08,   76,    0,240,343,10,15,30,2,10,5,40,2,16,-32,24,50,14,  -58,   24,40,50,303,   18,3,2,2,10165,10213,24,10119,1,    2,   23,   75,   14,    5,92,99,24,77,14,3,33.16,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-09,    0,    0,240,302,13,17,40,14,10,1,80,21,1,-44,3,63,13,  -70,   12,50,63,368,    0,-1,-1,1,10239,10251,21,10215,1,    1,    1,   75,   12,    3,90,98,1,78,12,4,22.42,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-10,   11,    0,240,223,36,37,50,13,10,1,80,13,28,-24,1,52,12,  -51,    6,17,21,199,    0,-1,-1,1,10230,10247,2,10204,24,   58,   24,   75,   11,    8,88,92,1,78,11,2,25.17,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-11,    0,    0,240,229,73,75,100,22,50,1,160,24,59,40,1,78,24,   38,    6,0,0,74,   45,37,12,19,10142,10201,1,10066,24,   27,   19,   75,   11,    8,86,93,19,73,13,1,29.45,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-12,  141,    0,240,293,52,60,100,2,30,18,150,2,51,4,23,83,5,  -16,   24,37,46,341,   74,90,20,4,10095,10166,24,10032,5,   56,    3,   80,   11,    5,83,93,1,65,11,4,39.05,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-13,   17,    0,240,289,54,58,80,11,10,24,140,11,46,17,1,64,12,    6,    6,41,50,363,    6,4,1,1,10154,10175,24,10139,17,   65,    3,   80,    5,    8,77,88,1,69,5,5,29.79,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-14,    5,    0,240,78,36,39,60,14,10,1,100,14,18,2,24,37,1,   -8,   24,15,18,233,    0,0,0,1,10202,10241,24,10176,1,   70,    4,   75,    1,    8,77,85,7,70,2,3,28.53,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-15,    0,    0,240,359,4,20,50,1,10,10,80,1,16,-2,1,29,14,  -12,    6,0,0,84,    0,0,0,1,10286,10303,21,10246,1,   70,   10,   80,    2,    8,78,89,24,66,2,1,31.01,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-16,    0,    0,240,183,52,54,80,13,20,2,120,13,9,-8,17,25,7,   -7,   18,0,0,112,   38,14,5,15,10216,10289,1,10147,24,   22,   15,   80,    9,    8,84,96,18,66,12,1,25.8,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-17,   35,    0,240,282,31,39,70,14,10,6,110,14,39,2,1,82,13,    1,    6,27,33,330,    5,5,3,14,10185,10229,23,10140,3,   17,    2,   67,   23,    7,91,98,5,82,13,4,16.18,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-18,   16,    0,240,235,54,57,80,11,30,1,120,12,52,13,2,70,12,    0,    6,0,0,168,    0,-1,-1,1,10191,10222,1,10137,24,   57,   24,   70,   13,    8,88,95,4,82,14,2,20.73,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-19,  151,    0,240,222,101,108,130,16,90,1,210,16,80,49,4,103,13,   47,    6,2,2,101,  106,183,34,8,10038,10121,1,9998,24,   30,   11,   70,   16,    8,88,98,10,81,16,1,41.23,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-20,   39,    0,240,191,97,99,120,21,80,14,180,21,90,73,2,108,22,   70,    6,7,8,173,    0,-1,-1,1,9932,9993,1,9840,24,   69,    6,   83,   15,    8,72,84,4,59,21,2,41.11,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-21,   20,    0,240,211,93,98,150,4,20,21,260,4,67,37,22,111,3,   35,   24,36,43,321,   66,75,17,4,9855,9885,11,9797,3,   57,   21,   80,    9,    7,77,94,23,69,9,4,35.45,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
563,2021-01-22,   88,    0,240,234,51,56,90,13,30,21,130,11,43,8,22,72,12,   -7,   24,49,58,408,   16,9,7,1,9912,9955,22,9840,1,   65,   21,   80,   12,    6,82,92,21,67,12,5,37.73,0.1829617201472697,0.0310404534997185,0.0045343598370841,0.003432000972656,0.0290357364760142,0.0086602220285924,0.0583679827244568,0.2942397227916202,0.2877614224362274,0.0999663790863601
